tjs_id,recipe_category,recipe_name,recipe_link,recipe_image,recipe_description,recipe_overview,recipe_ingredients,recipe_directions,recipe_tags
100056,Appetizers & Sides,Harissa Potato Salad,https://www.traderjoes.com/recipes/appetizers-sides/harissa-potato-salad,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/harissa-potato-salad.jpg,"Trader Joe’s Traditional Tunisian Harissa is one of those special sauces that you will want to put on everything and anything, once you get a taste. It's prepared in small batches with fresh, red chiles that are grilled in a tumbler over an open flame, and blended with a traditional mix of herbs and spices. This deep red concoction is smooth and spreadable, with a little smoke flavor (from the grilling), and a healthy amount of heat. Yes, it is as flavorfully divine as it sounds.",Serves: 6 - 8 Prep Time: 5 Minutes,"[""1 container TJ's Old Fashioned Potato Salad"", ""1 tablespoon TJ's Traditional Tunisian Harissa (or more, if you're feeling brave!)"", ""4 slices TJ's Fully Cooked Uncured Bacon, microwaved and crumbled into pieces""]","['DIRECTIONS', 'Combine potato salad and harissa in a medium serving bowl. Taste and add more harissa, if desired. Gently fold in bacon crumbles. Enjoy immediately, or refrigerate until ready to serve.', 'Tags: 4th of July, Bacon, BBQ, Party, Spicy, Summer']","['4th of July', 'Bacon', 'BBQ', 'Party', 'Spicy', 'Summer']"
100057,Appetizers & Sides,Blueberry Corn Cake,https://www.traderjoes.com/recipes/appetizers-sides/blueberry-corn-cake,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/blueberry-corn-cake.jpg,"The slightly sweet flavor profile of TJ's Cornbread Mix is amplified by the even sweeter addition of our famed, frozen Wild Boreal Blueberries in this Southern-inspired dessert. Serve this sweet-but-not-too-sweet cake warm, generously slathered with whipped honey butter, and you’ll be in cornbread heaven.",Serves: 9 Prep Time: 10 Minutes Cooking Time: 40 - 45 Minutes,"[""3/4 cup TJ's Organic Sour Cream"", ""1/2 cup TJ's Sunflower Oil"", ""1/4 cup TJ's Whole Milk"", ""1 TJ's Egg"", ""1 box TJ's Cornbread Mix"", ""1 1/2 cups TJ's Frozen Wild Boreal Blueberries, divided""]","['DIRECTIONS', 'Preheat oven to 350°F. Grease an 8-inch square baking pan, set aside.', 'In a large bowl, whisk sour cream, oil, milk and egg until smooth. Add cornbread mix and stir gently to combine; do not overmix.', 'Add 1/2 cup frozen blueberries to prepared baking pan. Scrape cornbread batter atop blueberries, spreading batter evenly to sides of pan. Cover surface of batter with remaining blueberries.', 'Place baking pan on center rack of oven and bake 40-45 minutes, until cake is golden and edges pull away from sides of pan. Remove from oven and let cool 15 minutes before slicing.', 'Tags: Cake, Corn, Summer']","['Cake', 'Corn', 'Summer']"
100058,Appetizers & Sides,Green Goddess Grilled Corn,https://www.traderjoes.com/recipes/appetizers-sides/green-goddess-grilled-corn,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/green-goddess-grilled-corn-recipe.jpg,"Nothing says summer like fresh corn grilled in its own husk. Baste it with Trader Joe's Green Goddess Salad Dressing and a smattering of chili flakes before you toss it on the grill, and you've got a fresh-tasting, unfussy side dish to pair with the rest of your summer fare.",Serves: 8 Prep Time: 1 Hour 15 Minutes Cooking Time: 20 Minutes,"[""8 ears TJ's Fresh Corn"", ""TJ's Green Goddess Salad Dressing"", ""TJ's Red Chili Pepper Flakes (optional)"", ""TJ's Sea Salt & Pepper, to taste""]","['DIRECTIONS', 'Remove two or three outer layers of the husk from each ear of corn. A few layers should remain to protect the corn as it cooks. Gently peel back the remaining husks to expose the corn and remove as much of the silk as is possible. Place husks back over the ears and add to a large bowl or baking dish. Fill with water to cover corn and soak for 1 hour.', 'Gently peel back the husks once again to expose the corn. Baste generously with dressing, and top with chili flakes (if using), salt and pepper.', 'Fold the husks back into place and line up all the corn on a sturdy sheet of aluminum foil. Place the foil directly on the grill over medium heat. Grill 15 minutes, turning frequently. Remove foil from grill and cook another 5 minutes, allowing the husks to get nice and charred. Remove from grill and let cool for a few minutes before serving.', 'Tags: BBQ, Corn, Grilling, Summer']","['BBQ', 'Corn', 'Grilling', 'Summer']"
100059,Appetizers & Sides,Kickin' Corn Dip,https://www.traderjoes.com/recipes/appetizers-sides/kickin-corn-dip,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/kickin-corn-dip.jpg,"When we crafted this Kickin' Corn Dip recipe in our test kitchen, our tasters simply couldn't get enough of it. It takes three cheeses to create its creamy base: velvety cream cheese, spicy Monterey Jack, and our finely shredded Mexican Blend for superb meltability.",Serves: 8 - 10 Prep Time: 10 Minutes Cooking Time: 30 Minutes,"[""1 package TJ's Cream Cheese, softened"", ""1 jar TJ's Cowboy Caviar Salsa"", ""3/4 cup TJ's Shredded Monterey Jack Cheese"", ""1 cup TJ's Fancy Shredded Mexican Blend Cheese, divided"", ""1/4 cup TJ's Roasted Corn""]","['DIRECTIONS', 'Preheat oven to 375°F. Grease a 2-quart baking dish with cooking spray, set aside.', 'Add cream cheese to a medium size, microwave safe bowl. Microwave on half power for 1 minute intervals, whipping with a fork in between, until warm and smooth. Add cowboy caviar, Monterey Jack cheese and 3/4 cup fancy shredded Mexican blend and stir to combine. Scrape mixture into prepared baking dish and top with remaining cheese and roasted corn.', 'Place dish on center rack of oven and bake 30 minutes, until well browned and bubbling. Cool slightly before digging in with your edible scoop of choice (chips, crudités Cornbread Crisps...).', 'Tags: Big Game, Corn, Dip, Party, Spicy']","['Big Game', 'Corn', 'Dip', 'Party', 'Spicy']"
100060,Appetizers & Sides,Sweet & Spicy Glazed Carrots,https://www.traderjoes.com/recipes/appetizers-sides/sweet--spicy-glazed-carrots,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/sweet-spicy-glazed-carrots.jpg,"Trader Joe's Organic Whole Carrots become tender and sweetly fragrant thanks to a hot bath in TJ's Brewed Ginger Beer and honey. Simple yet elegant, this dish is equally delicious served hot or cold. Feel free to reduce or omit the cayenne pepper for the heat-averse crowd.",Serves: 6 - 8 Prep Time: 5 Minutes Cooking Time: 30 Minutes,"['1 bag (1 lb.) TJ’s Organic Carrots', '1 bottle (12 oz.) TJ’s Brewed Ginger Beer', '2 tablespoons TJ’s Cultured Butter or Salted Butter', '1/4 teaspoon TJ’s Cayenne Pepper', '1 tablespoon TJ’s Honeycomb Honey', ""TJ's Unsalted Dry Toasted Sliced Almonds and Fresh Chopped Parsley, for garnish""]","['DIRECTIONS', 'Peel carrots and trim ends. Slice on a diagonal, about ¼-inch thick. Add carrots, ginger beer and butter to a large sauté pan. Cover and bring to a simmer. Remove lid and stir. Reduce heat to low, replace lid and simmer 5 minutes more.', 'Remove lid and stir in cayenne pepper and honey. Continue to cook, stirring occasionally until liquid is reduced to a thick glaze, about 15 minutes. Remove pan from heat and let cool 5 minutes. Garnish with almonds and parsley before serving.', 'Tags: Fall, Ginger, Holiday, Thanksgiving']","['Fall', 'Ginger', 'Holiday', 'Thanksgiving']"
100061,Appetizers & Sides,Falafel Scones with Harissa Yogurt,https://www.traderjoes.com/recipes/appetizers-sides/falafel-scones-with-harissa-yogurt,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/falafel-scones.jpg,"This savory, slightly sweet scone gets a dose of Mediterranean flavor from our very own Falafel Mix.",Serves: 12 Prep Time: 10 Minutes Cooking Time: 15 - 17 Minutes,"['Harissa Yogurt', ""1 cup TJ's Plain Whole Milk Greek Yogurt"", ""2 heaping teaspoons TJ's Traditional Tunisian Harissa (or more, to taste)"", 'Falafel Scones', ""1 cup TJ's Falafel Mix"", ""1 cup TJ's All Purpose Flour"", ""3 tablespoons TJ's Organic Sugar"", ""1 tablespoon plus 1 teaspoon TJ's Baking Powder"", ""1/2 cup (1 stick) TJ's Unsalted Butter, cold, cut into small chunks"", ""2 TJ's Large Eggs"", ""1/2 cup TJ's Heavy Cream"", ""1/2 cup TJ's Sundried Tomatoes in Olive Oil, roughly chopped OR 1/2 TJ's Roasted Red Bell Pepper, drained and thinly sliced""]","['DIRECTIONS', 'Preheat oven to 400°F. Line a large baking sheet with parchment paper or spray with cooking spray; set aside. Combine yogurt and harissa in a small bowl, cover and refrigerate.', 'In a large bowl, combine falafel mix, flour, sugar, and baking powder in a large bowl. Cut the butter into the dry ingredients until crumbly, leaving pea sized chunks of butter. Set aside.', 'In a medium bowl, lightly beat the eggs and heavy cream. Make a well in the center of dry mixture and add egg mixture. Fold gently with a spatula, until just combined. Gently stir in sundried tomatoes, if using.', 'Divide dough in half. Stretch dough into a circle, about 6 inches in diameter and 1/2 inch thick, and place it on the prepared baking sheet. Repeat with remaining dough. Cut each circle into six triangles, and top with sliced red bell pepper, if using.', 'Place baking sheet on center rack of oven and bake 15-17 minutes until golden. Remove from oven and transfer scones to a wire rack to cool. Wait 5 minutes, then serve with harissa yogurt for drizzling.', 'Tags: Baking, Mediterranean']","['Baking', 'Mediterranean']"
100062,Appetizers & Sides,Griddled Pepper Jelly & Cream Cheese,https://www.traderjoes.com/recipes/appetizers-sides/griddled-pepper-jelly--cream-cheese,,"A bit of heat, a bit of sweetness, a lot of cream cheese. This 'wich is especially excellent when cut into triangles and served as an appetizer.",Serves: 3 Cooking Time: 20 Minutes,"[""6 slices TJ's Multigrain Bread"", ""1 jar TJ's Hot & Sweet Pepper Jelly"", '1 block of TJ\'s Cream Cheese, cut into 1/4"" slices', ""3 tablespoons TJ's Unsalted Butter""]","['DIRECTIONS', 'Heat skillet over medium heat. Divide butter and spread evenly on slices of bread. Place one slice butter-down on skillet. Immediately place slices of cream cheese onto bread, enough to cover (about five). Top cream cheese with pepper jelly. Place second slice of bread on top with butter facing up.', 'Let cook for 3-4 minutes, until bottom is golden brown. Flip the sandwich and let it cook for 3-4 more minutes, until bottom is golden brown and the cream cheese has softened.', 'Transfer sandwich to a cutting board and cut into triangles, or your preferred shape.', 'Cook remaining two sandwiches in the same manner. Serve immediately.']",[]
100063,Appetizers & Sides,Fruit & Cashew Butter Toast,https://www.traderjoes.com/recipes/appetizers-sides/fruit--cashew-butter-toast,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/fruity-pbj.jpg,A toast with the most! Pile the fruit as high as your heart desires.,Serves: 2 Prep Time: 10 Minutes,"[""2 slices of your favorite TJ's Multigrain Bread"", '1 cup blackberries', ""1 cup TJ's Frozen Peach Slices, defrosted"", '2 teaspoons honey', '1 teaspoon fresh mint, chopped', ""2 tablespoons TJ's Creamy Salted Cashew Butter"", 'Additional mint for garnish, if desired']","['DIRECTIONS', 'Toast slices of bread to desired crispiness.', 'While bread is toasting, slice defrosted peaches into one-inch pieces. Place peaches, blackberries, honey, and chopped mint in a bowl and stir to combine.', 'Spread cashew butter on toast. Divide fruit salad evenly atop toast. Garnish with additional mint leaves and a drizzle of honey, if desired. Serve immediately', 'Tags: Spring, Summer, Toast']","['Spring', 'Summer', 'Toast']"
100064,Appetizers & Sides,Roasted Carrots Of Many Colors,https://www.traderjoes.com/recipes/appetizers-sides/roasted-carrots-of-many-colors,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/many-color-carrots_recipe.jpg,"Trader Joe’s Organic Carrots of Many Colors taste like carrots—no surprise there—but their color really pops on a plate. Slice these vibrant taproots into spears, present them on a tray, and serve them with your favorite dip. Or toss them with olive oil, thyme, and salt & pepper, and roast them for about 20 minutes. The earthy, sweet flavor of these roasted carrots is equally at home alongside an Easter ham or Thanksgiving turkey dinner.",Serves: 6 - 8 Prep Time: 5 Minutes Cooking Time: 18 - 23 Minutes,"[""1 package (2 pounds) TJ's Organic Carrots Of Many Colors, rinsed and dried"", ""1 tablespoon TJ's Organic Extra Virgin Olive Oil"", ""1 tablespoon TJ's Organic Apple Cider Vinegar OR Balsamic Vinegar"", ""Pinch TJ's Sea Salt"", 'Fresh Thyme']","['DIRECTIONS', 'Preheat oven to 400°F. Line a large baking sheet with parchment paper, set aside.', 'Peel carrots and trim ends, discard ends and peels. Slice carrots in half crosswise, then slice in half lengthwise. Add carrots to a large bowl and drizzle with olive oil, vinegar, and salt, and toss to coat. Spread carrots evenly on prepared baking sheet and tuck a few sprigs of fresh thyme in between the carrots.', 'Place baking sheet on center rack of oven and roast 15-20 minutes, until carrots are fork tender. Turn oven to broil (high) and broil carrots 2-3 minutes (watch carefully to avoid burning). Remove sheet from oven and let cool 5 minutes before serving.', 'Tags: Easter, Fall, Holiday, Spring, Thanksgiving']","['Easter', 'Fall', 'Holiday', 'Spring', 'Thanksgiving']"
100065,Appetizers & Sides,Falafel Surprise,https://www.traderjoes.com/recipes/appetizers-sides/falafel-surprise,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/falafel-surprise_recipe.jpg,,Serves: 3 Prep Time: 1 Hour Cooking Time: 7 - 9 Minutes,"[""1 cup TJ's Falafel Mix"", '3/4 cup water', ""1 bottle TJ's Sunflower Oil"", ""9 teaspoons TJ's Crumbled Feta, divided"", ""Your favorite TJ's Hummus, Salad Greens, and Flatbread (Flatbread, Naan, Malabari Paratha, etc.) for serving (optional)""]","['DIRECTIONS', 'Combine falafel mix and water in a medium sized bowl; cover and set aside for one hour.', 'Roughly divide falafel dough into 9 sections. Holding one piece of dough in your palm, press a teaspoon of feta into the center and mold the dough around it to conceal the feta. Repeat with remaining dough (you should have 9 dough balls).', 'Fill a 3-quart stockpot with sunflower oil, about four inches high. Turn heat to medium-high and heat oil to 300°F.', 'Working in batches, use a long-handled slotted spoon to gently lower dough balls into oil. Fry until floating and dark golden brown, 2 to 2 1/2 minutes. Transfer to a paper towel lined plate and cool 2 to 3 minutes before serving. Serve as an appetizer with your favorite hummus, or atop a bed of greens or in a toasted flatbread for a meatless meal.', 'Tags: Meatless']",['Meatless']
100066,Appetizers & Sides,Minted Peas & Goat Cheese,https://www.traderjoes.com/recipes/appetizers-sides/minted-peas--goat-cheese,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/minted-peas-goat-cheese-recipe.jpg,"This bright, fresh side dish is a perfect partner to our Spatchcocked Lemon Rosemary Chicken.",Serves: 6 Prep Time: 10 Minutes,"[""2 packages TJ's English Peas"", ""2 teaspoons TJ's Organic Tunisian Extra Virgin Olive Oil"", ""Juice of 1 TJ's Lemon"", ""20 TJ's Mint leaves, chopped"", ""Dash TJ's Sea Salt, to taste"", ""TJ's Goat Cheese Crumbles""]","['DIRECTIONS', 'Microwave peas according to package directions. Add peas to a colander and rinse under cold water for 1-2 minutes to stop cooking. Shake colander to remove excess water, and pour peas into a medium-sized bowl. Add olive oil, lemon juice and mint, and gently stir to combine. Add sea salt to taste.', 'To serve, spoon peas into a bowl or plate, and top with goat cheese crumbles.', 'Tags: Mint, Peas, Spring']","['Mint', 'Peas', 'Spring']"
100067,Appetizers & Sides,Loaded Totchos,https://www.traderjoes.com/recipes/appetizers-sides/loaded-totchos,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/totchos.jpg,"Crisp and pleasantly salty with a warm, tender interior, Trader Joe’s Trader Potato Tots hit the mark for appetizer awesomeness and superb late-night snacking. They’re crafted with shredded Northwest potatoes that are pressed into bite-size nuggets and fried to achieve a gloriously golden, crunchy exterior. Use them as a base for cheesy Totchos with hot & sweet jalapeños, black beans, and your protein of choice—we opted for a batch of Jackfruit Carnitas for a marvelously meatless presentation.",Serves: 8 - 10 Prep Time: 5 Minutes Cooking Time: 25 - 30 Minutes,"[""1 bag TJ's Trader Potato Tots"", ""1 block TJ's Jalapeño Jack Cheese, shredded and divided"", ""1 can TJ's Organic Black Beans, drained"", '1/2 batch of Jackfruit Carnitas (or 2 cups of your favorite cooked protein)', ""TJ's Hot & Sweet Jalapeños, Sour Cream & Cilantro (for garnish)""]","['DIRECTIONS', 'Spread tots on a large, rimmed baking pan and cook according to package directions. Remove pan from oven and set on heat-safe work surface.', 'Using tongs or a spatula, pile half of the tots in the center of the pan. Sprinkle with half of the cheese, then pile remaining tots on top. Scatter black beans, jackfruit carnitas, remaining cheese and jalapeños atop the tots. ', 'Return pan to oven and cook 5-10 minutes more to melt the cheese. Remove from oven and let cool slightly. Garnish with cilantro and sour cream, and enjoy!', 'Tags: Big Game, Meatless, Nachos, Potatoes, Snack']","['Big Game', 'Meatless', 'Nachos', 'Potatoes', 'Snack']"
100068,Appetizers & Sides,Mini Masala Meatballs,https://www.traderjoes.com/recipes/appetizers-sides/mini-masala-meatballs,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/masala-meatballs.jpg,,Serves: 8 Cooking Time: 30 Minutes,"[""1 package TJ's Party Size Mini Meatballs"", ""1 jar TJ's Masala Simmer Sauce"", ""1 jar TJ's Mango & Ginger Chutney""]","['DIRECTIONS', 'Slow Cooker Method: Add meatballs, sauce and chutney to a 2-quart slow cooker and stir until meatballs are evenly coated. Heat 2-3 hours on high, stirring after 1 hour. Switch slow cooker to warm setting to serve.', 'Oven Method: Preheat oven to 350°. Place meatballs in a baking dish (appx. 9"" x 9"") and cover with masala sauce. Place on center rack of oven and cook for 20-30 minutes, or until meatballs are heated through and sauce is hot. Serve with chutney for dipping.', 'Tags: Big Game, Entertaining, Meatballs, Party']","['Big Game', 'Entertaining', 'Meatballs', 'Party']"
100069,Appetizers & Sides,Brie-lieve it or not,https://www.traderjoes.com/recipes/appetizers-sides/brie-lieve-it-or-not,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/55287-pumpkin-tortilla-chips_recipe.jpg,Few culinary combos have the power to create crowds at a buffet like crunchy chips and hot cheese dip...,Serves: 6 - 8 Prep Time: 3 Minutes Cooking Time: 10 - 15 Minutes,"[""1 wedge TJ's Triple Creme Brie"", ""1 bag TJ's Pumpkin Tortilla Chips (seasonal)"", ""TJ's Pumpkin Butter (optional, seasonal)""]","['DIRECTIONS', 'Preheat oven to 350°F. Unwrap brie and place in the center of a small baking dish (there should be room for the cheese to spread and fill the dish as it melts). Place on center rack of oven and bake 10-15 minutes or until gently bubbling (watch closely after the 10 minute mark to avoid burned cheese!). Remove from oven and let cool 5 minutes. If desired, stir in a spoonful of pumpkin butter, then grab some Pumpkin Tortilla Chips and dig in!', 'Tags: Cheese, Fall, Party, Pumpkin, Snack']","['Cheese', 'Fall', 'Party', 'Pumpkin', 'Snack']"
100070,Appetizers & Sides,Tahini Salad Dressing,https://www.traderjoes.com/recipes/appetizers-sides/tahini-salad-dressing,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/520MainImage.jpg,"Food may not be the first thing that comes to mind when you hear the phrase “dress for success,” but it should be. After all, a well-seasoned salad dressing can make or break a meal, especially if salad is the focal point. Too heavy and the flavors of the other components are lost; too light and there’s nothing to really hold it together.",Serves: 4 - 6 Prep Time: 5 Minutes,"[""1/4 cup TJ's Organic Tahini"", ""Juice of 1 TJ's Lemon"", ""1/4 cup water; 2 teaspoons TJ's Minced Garlic"", ""1/8 teaspoon TJ's Sea Salt, or to taste""]","['DIRECTIONS', 'Add all ingredients to a small bowl and whisk vigorously until well incorporated. Taste and adjust seasoning as necessary. Drizzle with abandon and enjoy!', 'Tags: Salad, Sauce']","['Salad', 'Sauce']"
100071,Appetizers & Sides,G.O.A.T. (Greatest Of All Toast),https://www.traderjoes.com/recipes/appetizers-sides/goat-greatest-of-all-toast,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/greatest-of-all-toast-.jpg,"These flavorful Trader Joe’s Yellow Cling Peaches are grown in Valencia, Spain where they’re nurtured in proximity to the warm Mediterranean Sea—then peeled, pitted, and preserved in white grape juice. Serve the beautiful, intact Halves with a dollop of cheese or cream in the center and a sprinkle of granola or coconut. Slice to add a pop of color & burst of juicy sweetness to your ice cream, yogurt, or fruit salad. Or try this sweet-savory breakfast or snack combo and layer them on toast atop a hearty schmear of Trader Joe’s Goat’s Milk Cheese Marinated with Herbs.",Serves: 4 Prep Time: 5 Minutes Cooking Time: 2 Minutes,"[""4 slices TJ's Multigrain Bread"", ""1 container TJ's Goat's Milk Cheese Marinated With Herbs, softened to room temperature"", ""4 TJ's Cling Peach Halves, thinly sliced"", 'Fresh Basil, chopped, for garnish']","['DIRECTIONS', 'Toast multigrain bread to desired level of doneness. Top each piece of toast with a goat cheese disk and spread to cover evenly. Top with peach slices and basil. Drizzle with oil & herbs from cheese container, if desired. Enjoy!', 'Tags: Snack, Spring, Summer, Toast']","['Snack', 'Spring', 'Summer', 'Toast']"
100072,Appetizers & Sides,Grilled Asparagus Salad,https://www.traderjoes.com/recipes/appetizers-sides/grilled-asparagus-salad,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/510MainImage.jpg,,Serves: 6 - 8 Prep Time: 5 Minutes Cooking Time: 10 Minutes - 1 Hour,"[""1 package TJ's Grilled Asparagus Spears, thawed according to package directions and chopped into large pieces"", ""1 bag TJ's Roasted Corn, microwaved according to package directions"", ""½ TJ's Red Onion, diced"", ""2 TJ's Red Bell Peppers (or Enjoya Peppers), chopped"", '½ to ¾ cup TJ’s Organic Rosé Vinaigrette', ""TJ's Sea Salt""]","['DIRECTIONS', 'Combine vegetables in a large bowl. Drizzle with vinaigrette and gently toss to coat. Season to taste with salt. Chill in refrigerator for 1 hour and serve.', 'Tags: Corn, Salad, Summer']","['Corn', 'Salad', 'Summer']"
100073,Appetizers & Sides,Sesame Quinoa Salad,https://www.traderjoes.com/recipes/appetizers-sides/sesame-quinoa-salad,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/509MainImage.jpg,"With its fresh flavors and varying textures, this quinoa salad is the perfect base for delicately grilled shrimp or fish.",Serves: 6 - 8 Prep Time: 10 Minutes Cooking Time: 10 - 15 Minutes,"[""1/2 bag TJ's Organic Tricolor Quinoa"", ""1 cup TJ's Pineapple Tidbits"", ""1/2 bag TJ's Sugar Snap Peas, sliced"", ""3 TJ's Green Onions, sliced"", ""1/2 bag TJ's Shredded Carrots"", ""1/2 cup TJ's Roasted Sliced Almonds"", ""1/4 to 1/2 cup TJ's Fat Free Sesame Vinaigrette (to taste)"", ""TJ's Sea Salt & Pepper (to taste)""]","['DIRECTIONS', 'Prepare the quinoa according to package directions. While quinoa cooks, add pineapple tidbits to a saute pan over medium heat. Cook 2-3 minutes, stirring occasionally. Turn heat to medium-high and add snap peas and green onions to pan. Add 2 tablespoons water and cover with lid to steam, about 2 minutes. When water has evaporated, remove pan from heat.', 'In a large bowl, add all ingredients, tossing gently to combine. Season to taste with salt & pepper, and add more dressing if desired. Serve warm, or chill for 1 hour and serve.', 'Tags: Salad, Summer']","['Salad', 'Summer']"
100074,Appetizers & Sides,Street Corn Pasta Salad,https://www.traderjoes.com/recipes/appetizers-sides/street-corn-pasta-salad,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/508MainImage.jpg,"Elote is a Mexican street food marvel that consists of a grilled corncob slathered in mayonnaise and covered in cotija cheese. Then, there’s esquites. This is the easier-to-eat, less-messy version of elote, where the corn is cut off the cob, put into a cup, and mixed with the aforementioned mayo & cotija. Modeled after the latter, Trader Joe’s Mexican Style Roasted Corn with Cotija Cheese is the at-home version of this favored street food, and your ticket to a deceptively simple summer side dish.",Serves: 6 - 8 Prep Time: 10 Minutes Cooking Time: 5 - 6 Minutes,"['1 bag TJ’s Organic Red Lentil Sedanini', '1 bag TJ’s Mexican-Style Roasted Corn with Cotija Cheese', ""1 can TJ's Organic Black beans, drained"", 'Juice of 2 TJ’s Limes', '½ tablespoon TJ’s Spanish Extra Virgin Olive Oil', 'Fresh cilantro, chopped, for garnish']","['DIRECTIONS', 'Bring a large pot of salted water to a boil. Add pasta to pot, return to boil and cook for 5-6 minutes, until al dente. Drain pasta and rinse with cold water to stop cooking. Transfer pasta to a large bowl and toss with olive oil to keep from sticking; set aside.', 'While pasta boils, microwave corn according to package directions. Add corn, cheese packet, black beans and lime juice to pasta, tossing gently to combine. Salt and pepper to taste, garnish with cilantro and enjoy.', 'Tags: 4th of July, Corn, Pasta, Salad, Summer']","['4th of July', 'Corn', 'Pasta', 'Salad', 'Summer']"
100075,Appetizers & Sides,Smoky Sriracha Baked Beans,https://www.traderjoes.com/recipes/appetizers-sides/smoky-sriracha-baked-beans,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/505MainImage.jpg,,Serves: 6 - 8 Prep Time: 7 Minutes Cooking Time: 45 - 50 Minutes,"[""1/2 package TJ's Uncured Apple Smoked Bacon (or your favorite TJ's Bacon), chopped (optional)"", ""1 cup TJ's Diced Onions"", ""4 cans TJ's Organic Baked Beans"", ""1/2 cup TJ's Organic Sriracha & Roasted Garlic BBQ Sauce"", 'Freshly chopped Cilantro, Chives or Parsley, for garnish (optional)']","['DIRECTIONS', 'Preheat oven to 400º F. Heat a large skillet over medium flame, add bacon and brown 5-7 minutes. Remove bacon and set on a paper towel lined plate to drain. Pour off bacon fat from pan; add onion to pan and sauté until translucent, about 5 minutes. Remove from heat.', 'Pour beans into a 9x13 baking dish. Add bacon, onion, and bbq sauce and stir to combine. Place dish on center rack of oven and bake for 45-50 minutes, or until beans are bubbly, caramelized around the edges and slightly browned on top. Remove dish from oven and let cool 5 minutes. Garnish with cilantro, chives or parsley and enjoy!', 'Tags: Bacon, BBQ, Summer']","['Bacon', 'BBQ', 'Summer']"
100076,Appetizers & Sides,Roasted Broccoli Salad,https://www.traderjoes.com/recipes/appetizers-sides/roasted-broccoli-salad,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/503MainImage.jpg,"Paired with cole-cousins in the form of red wine vinaigrette-tossed Cruciferous Crunch—with a handful of Slivered Dry-Toasted Almonds, and a swoosh of rich Trader Joe's Mediterranean Hummus—this is more than just a salad; it’s an exciting side dish that easily morphs into a full meal with the addition of chicken or tofu.",Serves: 2 - 4 Cooking Time: 20 - 23 Minutes,"[""1 bag TJ's Organic Broccoli Florets"", ""1 bag TJ's Cruciferous Crunch"", ""1/3 cup TJ's Red Wine Vinaigrette"", ""1 tub TJ's Mediterranean Hummus (or your favorite TJ's Hummus)"", ""1 bag TJ's Dry Toasted Slivered Almonds"", ""TJ's Red Pepper Flakes (optional)"", ""Juice of 1 TJ's Lemon"", ""Your favorite TJ's Olive Oil"", ""TJ's Salt & Pepper""]","['DIRECTIONS', 'Preheat oven to 400°F. Line a large baking sheet with parchment paper. Arrange broccoli florets evenly on baking sheet. Drizzle with olive oil and lemon juice, and season with red pepper flakes, salt and pepper. Place sheet on center rack of oven and roast 20-23 minutes, tossing halfway through cooking. Remove from oven and allow to cool slightly.', 'While broccoli cooks, in a large bowl toss cruciferous crunch with red wine vinaigrette. Set aside to wilt.', 'Prepare four serving bowls. Spread a large spoonful of hummus inside each bowl with the back of a spoon. Divide wilted cruciferous crunch among the bowls and top each with roasted broccoli and a sprinkle of slivered almonds. Serve immediately.', 'Tags: Meatless, Roasted, Salad, Winter']","['Meatless', 'Roasted', 'Salad', 'Winter']"
100077,Appetizers & Sides,Cilantro Crema,https://www.traderjoes.com/recipes/appetizers-sides/cilantro-crema,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/493MainImage.jpg,This creamy sauce is perfect for drizzling atop fajitas or Carnitas Tacos.,Serves: 6 - 8 Prep Time: 5 Minutes,"[""1/2 cup TJ's Organic Sour Cream"", '2 tablespoons finely chopped Cilantro', '2 teaspoons Water', ""Juice of one TJ's Lime"", ""Pinch of TJ's Sea Salt""]","['DIRECTIONS', 'Add all ingredients to the bowl of a blender or food processor. Blend for 1-2 minutes until smooth. Pour into a bowl or squeeze bottle and drizzle atop eggs, burritos, tacos, salads, fajitas, burgers...', 'Tags: Cilantro, Dip, Sauce, Tacos']","['Cilantro', 'Dip', 'Sauce', 'Tacos']"
